NSE_code,Industry,Current_price,Fcf 3years,Fcf 5years,Fcf 7years,Fcf 10years,Market_capitalization,avg_fcf,intrinsic_value,undervalued_score
HERITGFOOD,Food - Processing - Indian,557.9,233.19,349.18,354.28,440.44,5177.1,344.2725,287.50735425374484,-270.39264574625514
LUMAXTECH,Auto Ancillaries,585.0,267.18,386.35,399.75,452.3,3987.25,376.395,314.3333568738086,-270.6666431261914
AARTIDRUGS,Pharmaceuticals - Indian - Bulk Drugs,525.5,20.76,311.97,387.23,486.12,4831.16,301.52,251.80407222357036,-273.69592777642964
HPL,Electric Equipment,450.75,174.19,245.12,224.77,202.63,2898.34,211.6775,176.77519401069523,-273.97480598930474
SIDDHIKA,Miscellaneous,295.0,11.64,14.15,15.53,15.53,91.14,14.2125,11.8690812432923,-283.13091875670773
DLINKINDIA,Trading,485.2,150.34,248.33,277.63,274.01,1722.69,237.5775,198.40468946900802,-286.79531053099197
NESCO,Construction,930.35,571.13,794.52,822.0,856.85,6555.26,761.125,635.6274027300511,-294.7225972699489
CROWN,Miscellaneous,325.0,11.19,36.04,53.18,40.34,364.76,35.1875,29.385632101906616,-295.6143678980934
ALPHAGEO,Miscellaneous,386.45,75.15,59.49,166.54,131.5,245.95,108.17,90.33446037550945,-296.11553962449057
GANESHHOUC,Construction,955.8,526.35,794.25,999.3,824.25,7970.12,786.0374999999999,656.4322214792873,-299.3677785207127
DIVISLAB,Pharmaceuticals - Indian - Bulk Drugs,4553.65,3443.32,4513.3,5236.66,7171.66,120885.1,5091.235000000001,4251.770050567689,-301.87994943231024
RELAXO,Leather / Leather Products,831.9,125.97,720.23,797.85,890.31,20709.21,633.59,529.1209277000928,-302.77907229990717
MAITHANALL,Mining / Minerals / Metals,1186.25,635.37,702.15,1282.93,1577.75,3453.36,1049.55,876.4956354545247,-309.75436454547525
SUNDRMFAST,Auto Ancillaries,1347.0,633.51,1294.87,1314.67,1701.78,28304.28,1236.2075,1032.376235783097,-314.62376421690306
COCHINSHIP,Miscellaneous,2260.05,2132.27,2248.19,2073.69,2833.27,59457.56,2321.855,1939.017458585361,-321.0325414146391
KAMDHENU,Steel - Medium / Small,521.5,192.98,216.91,233.78,257.92,1404.69,225.39749999999998,188.23298079401764,-333.26701920598236
AXISCADES,Computers - Software - Medium / Small,557.0,136.46,311.74,290.15,318.91,2336.51,264.315,220.7335942881832,-336.2664057118168
ONWARDTEC,Computers - Software - Medium / Small,409.45,33.51,79.93,97.07,131.38,924.52,85.4725,71.37942280156912,-338.0705771984309
AJANTPHARM,Pharmaceuticals - Indian - Formulations,2289.85,1695.64,2340.79,2391.48,2909.37,28833.28,2334.3199999999997,1949.4271752219581,-340.4228247780418
BANCOINDIA,Auto Ancillaries,690.0,216.51,367.67,438.0,635.67,4934.81,414.4625,346.1241220614272,-343.8758779385728
PRECOT,Textiles - Cotton/Blended,530.9,68.33,164.34,248.06,409.73,637.08,222.615,185.90927148464488,-344.9907285153551
CAREERP,Miscellaneous,396.25,11.02,24.59,128.66,69.54,720.9,58.4525,48.81459780992389,-347.4354021900761
AGI,Packaging,703.9,283.11,519.45,245.02,640.41,4554.07,421.99750000000006,352.41671852005226,-351.4832814799477
VINYLINDIA,Trading,414.0,31.77,93.55,69.69,97.21,759.17,73.05499999999999,61.00937415857301,-352.990625841427
SUNTECK,Construction,579.0,241.22,382.02,201.23,240.48,8481.57,266.2375,222.3391041344615,-356.66089586553846
IONEXCHANG,Engineering,654.45,54.85,292.07,445.22,627.53,9598.59,354.9175,296.3971603986769,-358.05283960132317
IGARASHI,Electric Equipment,490.0,31.2,114.23,184.16,292.62,1542.26,155.5525,129.90432788722782,-360.09567211277215
SUBROS,Auto Ancillaries,668.5,122.2,355.4,413.17,574.53,4361.01,366.325,305.92374223036427,-362.57625776963573
VIDHIING,Dyes And Pigments,435.4,34.52,65.38,114.83,122.22,2174.61,84.23750000000001,70.34805496793915,-365.0519450320608
UNITEDTEA,Tea,397.55,18.32,22.31,30.95,51.17,198.62,30.6875,25.627611655481612,-371.9223883445184
GMBREW,Breweries & Distilleries,657.0,165.2,274.56,367.21,502.86,1501.07,327.4575,273.46488451893674,-383.53511548106326
PASHUPATI,Textiles - Cotton/Blended,480.0,95.02,102.74,97.32,152.79,733.63,111.9675,93.50581207446477,-386.49418792553524
INSECTICID,Pesticides / Agrochemicals - Indian,682.15,112.34,433.49,416.43,433.2,2019.02,348.865,291.3426228982353,-390.8073771017647
DPWIRES,Steel - Medium / Small,452.35,54.01,88.36,62.91,57.12,701.15,65.6,54.783586952328925,-397.5664130476711
KKCL,Textiles - Products,728.9,233.46,367.28,401.94,558.93,4491.86,390.40250000000003,326.0312394078749,-402.86876059212506
GOCLCORP,Chemicals,470.45,79.18,49.15,66.89,94.14,2332.11,72.34,60.412266465418824,-410.03773353458115
MATRIMONY,Miscellaneous,649.5,162.09,267.92,339.86,340.28,1445.84,277.5375,231.77591103326208,-417.7240889667379
SAREGAMA,Entertainment / Electronic Media Software,558.6,12.99,251.75,182.31,201.61,10781.52,162.16500000000002,135.4265301543357,-423.17346984566433
VIMTALABS,Miscellaneous,478.45,42.79,57.71,89.75,64.97,1060.77,63.805,53.284554352032735,-425.16544564796726
STEL,Finance & Investments,464.55,40.28,51.45,48.86,41.38,857.57,45.4925,37.991498924219876,-426.55850107578016
SHANKARA,Trading,686.6,80.94,225.05,351.7,582.5,1664.94,310.0475,258.9255209695458,-427.6744790304542
MONTECARLO,Textiles - Products,608.0,50.0,154.31,282.54,361.04,1260.52,211.97250000000003,177.02155312884977,-430.97844687115025
HERCULES,Engineering,561.3,123.12,146.33,168.77,172.71,1796.16,152.73250000000002,127.54930174080151,-433.75069825919843
NEWGEN,Computers - Software - Medium / Small,990.35,451.56,689.41,744.95,761.5,13893.77,661.855,552.7254716819156,-437.62452831808446
CHEMFAB,Chemicals,611.4,162.04,204.06,211.63,238.96,869.81,204.1725,170.5076510217131,-440.8923489782869
PGIL,Textiles - Products,805.8,412.01,443.93,456.03,413.1,3513.08,431.26750000000004,360.15824063968773,-445.6417593603122
LIKHITHA,Construction,470.65,23.69,38.71,27.41,24.78,1856.7,28.6475,23.923975719768947,-446.72602428023106
LINCOLN,Pharmaceuticals - Indian - Formulations,626.8,80.07,208.9,264.08,303.48,1255.46,214.1325,178.82540294313375,-447.9745970568662
ERIS,Pharmaceuticals - Indian - Formulations,1049.6,65.3,540.3,935.97,1271.48,14280.09,703.2625,587.3055231564364,-462.29447684356353
MAYURUNIQ,Leather / Leather Products,657.7,121.22,159.39,260.1,394.36,2890.75,233.7675,195.22289882436817,-462.4771011756319
JKIL,Construction,896.85,352.61,674.4,570.86,435.54,6786.05,508.35249999999996,424.53313088694796,-472.31686911305206
SHANTIGEAR,Engineering,624.9,95.48,149.44,202.52,271.28,4793.98,179.68,150.05358084747655,-474.8464191525234
HINDCOMPOS,Auto Ancillaries,524.25,29.88,40.07,79.14,79.6,774.28,57.1725,47.745649771829655,-476.5043502281703
KAJARIACER,Ceramics - Tiles / Sanitaryware,1451.2,572.64,1083.32,1386.73,1544.64,23111.54,1146.8325,957.7377741388226,-493.46222586117744
LINC,Printing & Stationery,577.85,36.91,104.77,116.54,116.29,859.4,93.62750000000001,78.18979096614599,-499.660209033854
SBCL,Mining / Minerals / Metals,591.85,57.97,99.41,95.51,115.48,3409.3,92.0925,76.90788843608769,-514.9421115639124
STEELCAS,Castings & Forgings,650.75,83.95,137.48,183.15,221.97,1317.15,156.63750000000002,130.81042837264363,-519.9395716273564
SILINV,Finance & Investments,555.0,45.89,52.19,44.2,21.83,588.29,41.0275,34.26270752571151,-520.7372924742884
ORCHPHARMA,Pharmaceuticals - Indian - Bulk Drugs & Formln,1159.45,290.74,390.58,399.0,1966.58,5880.63,761.7249999999999,636.1284721229077,-523.3215278770923
WESTLIFE,Hotels,835.2,274.26,428.12,428.32,320.05,13023.76,362.6875,302.8860090361707,-532.3139909638294
RAJRATAN,Steel - Medium / Small,587.5,36.0,54.12,48.7,106.98,2982.78,61.45,51.31785698507032,-536.1821430149297
DYCL,Cables - Power,586.45,52.26,94.98,48.98,26.84,1291.0,55.765,46.57022448775339,-539.8797755122466
GULFOILLUB,Chemicals,1284.95,529.27,933.21,903.73,1191.52,6321.41,889.4325,742.7790046033125,-542.1709953966875
SOMANYCERA,Ceramics - Tiles / Sanitaryware,827.2,103.53,504.82,415.81,325.8,3391.81,337.49,281.8431823253276,-545.3568176746725
SPAL,Textiles - Products,746.05,183.2,251.22,208.01,289.06,1872.03,232.8725,194.47547031335696,-551.574529686643
BIKAJI,Food - Processing - Indian,724.7,186.09,248.52,250.93,140.1,18145.16,206.41,172.37622229924108,-552.3237777007589
REPRO,Printing & Stationery,626.7,1.47,56.2,99.4,196.07,896.0,88.285,73.72818558058475,-552.9718144194153
POKARNA,Miscellaneous,712.2,97.06,96.06,183.51,382.15,2208.1,189.695,158.41726412990909,-553.782735870091
SELAN,Oil Drilling / Allied Services,724.25,63.94,122.98,248.9,357.11,1100.83,198.23250000000002,165.5470640324321,-558.7029359675679
MANGLMCEM,Cement - North India,871.95,162.83,368.2,419.26,500.75,2397.64,362.76,302.9465549211409,-569.0034450788592
WHEELS,Auto Ancillaries,815.8,251.17,235.94,245.6,413.51,1993.26,286.555,239.3065664500704,-576.4934335499296
SUDARSCHEM,Dyes And Pigments,946.9,427.26,333.46,363.1,527.07,6555.15,412.7225000000001,344.671020822143,-602.2289791778569
INTELLECT,Computers - Software - Medium / Small,1112.8,580.43,849.26,658.49,274.91,15271.05,590.7725,493.3633631523589,-619.436636847641
BUTTERFLY,Domestic Appliances,868.0,94.01,293.89,313.91,486.31,1551.97,297.03,248.05440293369298,-619.9455970663071
V2RETAIL,Textiles - Products,758.95,177.01,225.68,131.3,115.06,2625.16,162.2625,135.50795393067486,-623.4420460693252
AMRUTANJAN,Pharmaceuticals - Indian - Formulations,764.15,61.48,166.12,203.47,241.16,2209.18,168.0575,140.34744915001554,-623.8025508499844
TRIL,Electric Equipment,761.45,26.94,124.62,155.7,300.94,11428.04,152.05,126.97933530642705,-634.470664693573
ECLERX,Computers - Software - Medium / Small,2418.0,1247.59,1872.69,2290.36,3121.03,11854.34,2132.9175,1781.2327945639333,-636.7672054360667
AHLUCONT,Construction,1243.1,381.39,678.56,798.46,1031.2,8327.21,722.4024999999999,603.2896367885639,-639.810363211436
SANGHVIMOV,Miscellaneous,1067.75,149.78,467.83,681.11,747.32,4623.32,511.51,427.17000856685627,-640.5799914331437
MAGADSUGAR,Sugar,771.0,116.8,135.82,147.95,223.13,1086.45,155.925,130.21540846862635,-640.7845915313736
GANDHITUBE,Steel - Medium / Small,801.7,107.4,156.59,215.85,274.2,974.23,188.51,157.42765207901718,-644.2723479209828
SYMPHONY,Domestic Appliances,1197.0,316.98,529.89,769.09,1022.41,8254.14,659.5925,550.8360225130185,-646.1639774869815
NELCO,Telecommunications - Equipment,767.65,94.36,124.54,114.54,153.75,1751.8,121.7975,101.71499896076651,-665.9350010392335
CARERATING,Miscellaneous,1087.8,201.71,346.7,560.47,878.06,3250.04,496.735,414.83117476776084,-672.9688252322392
SCHNEIDER,Electric Equipment,916.8,286.95,276.15,380.95,198.29,21920.68,285.585,238.49650426495205,-678.3034957350479
APLAPOLLO,Steel - Large,1621.2,362.28,1267.75,1322.74,1501.15,44992.3,1113.48,929.8845792634027,-691.3154207365974
INDNIPPON,Auto Ancillaries,819.0,74.08,120.34,150.24,225.13,1852.68,142.4475,118.96013723158345,-700.0398627684166
GOACARBON,Petrochemicals,800.0,36.2,21.29,151.03,185.0,731.99,98.38,82.15867811539817,-717.8413218846018
KAUSHALYA,Hotels,745.7,18.74,22.57,27.6,20.29,25.83,22.299999999999997,18.623079101172788,-727.0769208988272
SILVERTUC,Computers - Software - Medium / Small,733.65,0.85,7.66,1.78,8.54,930.33,4.7075,3.9313069447879334,-729.718693055212
WEALTH,Finance & Investments,798.75,56.04,54.51,77.35,73.71,851.07,65.40249999999999,54.618651610513595,-744.1313483894864
ALKEM,Pharmaceuticals - Indian - Bulk Drugs & Formln,4975.3,3997.09,5350.08,5191.8,5691.03,59487.18,5057.5,4223.597423954323,-751.7025760456772
POCL,Mining / Minerals / Metals,831.05,93.87,96.71,86.04,94.86,1046.41,92.87,77.55719085766445,-753.4928091423355
EIHAHOTELS,Hotels,930.1,136.07,123.42,206.19,349.47,2834.04,203.78750000000002,170.18613149463005,-759.9138685053699
CUMMINSIND,Engines,3978.3,2433.57,3469.75,4290.34,5173.85,110278.49,3841.8775,3208.4120439244825,-769.8879560755176
CONTROLPR,Computers - Hardware,868.0,74.96,102.67,131.84,131.7,1388.31,110.2925,92.1069933527399,-775.8930066472601
GET&D,Electric Equipment,1540.0,418.78,451.64,1133.24,1558.58,39431.68,890.56,743.7205975040556,-796.2794024959444
WONDERLA,Recreation / Amusement Parks,912.2,113.82,133.52,176.48,77.34,5160.62,125.28999999999999,104.6316403850197,-807.5683596149804
LTTS,Computers - Software - Large,4987.05,2990.8,4703.6,5647.9,6660.44,52777.63,5000.6849999999995,4176.150328029069,-810.8996719709312
DIAMONDYD,Food - Processing - Indian,919.55,67.36,132.82,153.77,159.78,2195.29,128.4325,107.25599133010648,-812.2940086698935
XPROINDIA,Plastics Products,997.85,96.65,174.65,271.36,304.22,2198.72,211.72000000000003,176.8106864260226,-821.0393135739774
GMMPFAUDLR,Engineering,1354.3,490.21,560.72,618.2,660.12,6088.54,582.3125,486.29828471307985,-868.0017152869201
ACE,Engineering,1461.55,565.26,645.01,753.39,871.86,17404.64,708.88,591.9967853470569,-869.5532146529431
ASAL,Auto Ancillaries,1019.2,164.66,190.93,164.93,159.15,1616.46,169.9175,141.90076426787118,-877.2992357321289
LGBBROSLTD,Auto Ancillaries,1443.0,432.77,738.51,692.31,792.48,4529.89,664.0174999999999,554.5314092853364,-888.4685907146636
EMKAYTOOLS,Engineering,995.0,79.35,105.66,132.8,146.82,1061.79,116.1575,97.00494666791384,-897.9950533320862
RBL,Auto Ancillaries,998.4,13.9,83.06,129.18,240.38,771.76,116.63,97.39953881478846,-901.0004611852115
BHARATFORG,Castings & Forgings,1685.8,29.9,724.18,902.88,2101.84,78488.92,939.7,784.7581807790167,-901.0418192209833
UBL,Breweries & Distilleries,2014.05,339.61,914.61,1482.9,2521.53,53251.5,1314.6625,1097.89523447738,-916.15476552262
EXCELINDUS,Pesticides / Agrochemicals - Indian,1188.85,170.19,257.96,415.11,443.83,1494.45,321.7725,268.7172520216198,-920.1327479783802
CAPLIPOINT,Pharmaceuticals - Indian - Formulations,1474.4,496.03,659.25,695.46,785.67,11206.96,659.1025,550.4268158421855,-923.9731841578146
ALLSEC,Computers - Software - Medium / Small,1194.4,179.43,298.21,357.26,445.32,1820.25,320.055,267.2829408845676,-927.1170591154325
FIEMIND,Auto Ancillaries,1294.2,200.0,476.21,532.16,498.2,3406.33,426.6425,356.2958307364176,-937.9041692635824
RAINBOW,Healthcare,1264.5,315.59,478.46,417.07,314.76,12834.88,381.46999999999997,318.57156882172126,-945.9284311782787
CIGNITITEC,Computers - Software - Medium / Small,1367.55,286.05,507.31,657.74,549.05,3733.45,500.03749999999997,417.5891442176094,-949.9608557823906
CARBORUNIV,Abrasives And Grinding Wheels,1727.05,181.44,813.91,1041.82,1667.42,32858.39,926.1475,773.4402758678666,-953.6097241321334
SHRIPISTON,Auto Ancillaries,1901.05,771.37,1042.14,1127.66,1528.84,8374.1,1117.5025,933.2438319846792,-967.8061680153207
IMPAL,Auto Ancillaries,1097.5,50.13,140.83,165.83,233.85,1369.68,147.66,123.31317758202574,-974.1868224179742
INDIAMART,Miscellaneous,2681.1,1402.63,1981.54,2408.44,2346.67,16081.01,2034.8200000000002,1699.3100366210053,-981.7899633789946
NUCLEUS,Computers - Software - Medium / Small,1429.9,274.31,448.89,566.27,712.65,3828.34,500.53,418.0004386775792,-1011.8995613224208
TCIEXP,Miscellaneous,1239.3,153.01,261.88,331.29,196.15,4751.78,235.5825,196.73863373775959,-1042.5613662622404
RAYMOND,Textiles - Products,3045.05,1684.9,2584.94,2493.07,2814.47,20272.08,2394.345,1999.5549923989936,-1045.4950076010066
ZYDUSWELL,Food - Processing - Indian,1854.0,429.5,933.52,1127.13,1331.51,11797.4,955.415,797.8820232935875,-1056.1179767064125
WABAG,Engineering,1329.8,214.8,646.32,348.96,89.52,8270.05,324.90000000000003,271.3290762318852,-1058.4709237681147
KKVAPOW,Trading,1119.2,5.45,9.26,8.61,5.47,63.44,7.1975,6.010744925143101,-1113.1892550748569
DSSL,Computers - Software - Medium / Small,1154.6,27.22,37.79,26.09,27.42,1467.83,29.63,24.74447685057174,-1129.855523149428
EXPLEOSOL,Computers - Software - Medium / Small,1258.4,33.36,109.71,171.94,292.54,1952.99,151.8875,126.84362901252835,-1131.5563709874718
METROPOLIS,Healthcare,2016.0,617.53,1017.43,1174.07,1343.95,10327.72,1038.245,867.0546529774504,-1148.9453470225496
PIXTRANS,Miscellaneous,1378.5,184.48,242.5,260.15,329.37,1878.88,254.125,212.22376576616753,-1166.2762342338324
PIIND,Pesticides / Agrochemicals - Indian,3838.15,2788.3,3104.5,3277.4,3538.59,58231.7,3177.1975,2653.327370517867,-1184.822629482133
ALICON,Castings & Forgings,1247.65,55.84,106.48,90.36,47.53,2028.92,75.05250000000001,62.67751767895834,-1184.9724823210418
ALBERTDAVD,Pharmaceuticals - Indian - Bulk Drugs & Formln,1339.95,72.1,122.61,199.17,279.89,765.06,168.4425,140.66896867709855,-1199.2810313229015
STYRENIX,Petrochemicals,2145.4,778.51,1232.52,1248.3,1212.5,3773.75,1117.9575,933.6238096075955,-1211.7761903924047
DHANUKA,Pesticides / Agrochemicals - Indian,1661.05,128.81,499.3,639.23,880.23,7570.76,536.8925,448.3673316738302,-1212.6826683261697
AURIONPRO,Computers - Software - Medium / Small,1378.05,175.28,182.03,213.69,217.75,7608.71,197.1875,164.67436817320672,-1213.3756318267933
KIRLPNU,Compressors / Drilling Equipment,1349.65,131.51,141.05,140.45,209.75,8744.96,155.69,130.0191562897575,-1219.6308437102425
VINATIORGA,Chemicals,1890.65,384.6,800.41,886.84,1065.42,19599.56,784.3175,654.9958225530983,-1235.654177446902
ASTRAL,Plastics Products,2380.9,718.7,1403.8,1624.18,1701.58,63957.34,1362.065,1137.4818043021935,-1243.4181956978066
DEEPAKNTR,Chemicals,2549.0,1037.29,2173.82,1542.11,1448.86,34766.57,1550.52,1294.8635250201987,-1254.1364749798013
SANDESH,Entertainment / Electronic Media Software,1550.3,270.52,230.83,345.55,555.71,1173.59,350.65250000000003,292.8353921311207,-1257.4646078688793
IFBIND,Domestic Appliances,1661.7,299.39,460.56,548.33,562.11,6733.2,467.5975000000001,390.497992377159,-1271.202007622841
ACCELYA,Computers - Software - Medium / Small,1744.9,296.52,442.53,615.88,828.26,2605.14,545.7974999999999,455.80403657947784,-1289.0959634205224
ENDURANCE,Auto Ancillaries,2701.95,699.4,1473.69,2010.1,2509.59,38006.41,1673.1950000000002,1397.3113379680185,-1304.6386620319813
MAZDA,Engineering,1375.85,51.75,71.41,72.28,85.89,551.03,70.3325,58.735771788485884,-1317.114228211514
RIIL,Miscellaneous,1367.3,36.61,34.42,56.44,112.3,2064.6,59.942499999999995,50.05892013551794,-1317.2410798644821
PUNJABCHEM,Pesticides / Agrochemicals - Indian,1433.4,23.0,47.31,131.05,346.26,1757.33,136.905,114.33150871506999,-1319.0684912849301
CHEVIOT,Textiles - Jute - Yarn / Products,1473.25,111.1,164.68,205.28,252.15,886.44,183.30249999999998,153.07878730684865,-1320.1712126931513
SASKEN,Computers - Software - Medium / Small,1772.05,216.69,431.08,515.46,971.8,2671.87,533.7574999999999,445.74924409615403,-1326.300755903846
CENTUM,Electronics - Components,1649.0,315.03,454.34,409.04,317.93,2126.7,374.085,312.4042397113105,-1336.5957602886895
ADORWELD,Electrodes - Welding Equipment,1405.0,21.65,83.7,82.01,68.41,1910.8,63.9425,53.39938275456238,-1351.6006172454377
APOLSINHOT,Hotels,1490.4,2.04,28.95,65.08,76.44,387.57,43.1275,36.01645040070984,-1454.3835495992903
KIRLOSBROS,Pumps,2206.4,506.58,919.71,973.99,1062.32,17520.74,865.6499999999999,722.9178665439562,-1483.4821334560438
RPGLIFE,Pharmaceuticals - Indian - Bulk Drugs & Formln,1652.2,124.25,213.53,238.96,196.3,2732.59,193.26,161.39445143913244,-1490.8055485608677
JUBLINDS,Chemicals,1653.1,59.28,142.34,235.34,272.26,2490.74,177.305,148.07018116741892,-1505.029818832581
THANGAMAYL,Diamond Cutting / Jewellery,1729.85,177.23,178.72,195.28,407.69,4746.52,239.73000000000002,200.20227591588133,-1529.6477240841186
MPSLTD,Computers - Software - Medium / Small,1999.25,330.58,471.43,598.38,728.89,3419.87,532.3199999999999,444.54876534243493,-1554.701234657565
AMBIKCO,Textiles - Cotton/Blended,1653.0,17.06,126.29,88.34,214.83,946.35,111.63,93.22396054098289,-1559.776039459017
LALPATHLAB,Healthcare,2832.65,862.94,1406.87,1708.5,2030.94,23647.04,1502.3125,1254.6046870933026,-1578.0453129066975
VENKEYS,Miscellaneous,1942.4,50.82,232.55,499.12,669.38,2736.33,362.9675,303.1198414195038,-1639.2801585804964
DENORA,Engineering,1681.0,30.37,36.52,27.39,51.05,892.6,36.332499999999996,30.341839526608087,-1650.658160473392
INDOTECH,Electric Equipment,1683.2,30.46,22.06,41.32,21.69,1787.56,28.8825,24.120227898637808,-1659.0797721013623
NILKAMAL,Plastics Products,1976.0,36.1,324.6,409.55,736.59,2948.19,376.71000000000004,314.5964183050584,-1661.4035816949415
AKZOINDIA,Paints / Varnishes,2865.6,806.9,1388.5,1565.7,1974.7,13050.02,1433.95,1197.514093144696,-1668.0859068553038
AUTOAXLES,Auto Ancillaries,2047.9,298.55,448.93,423.91,601.03,3094.37,443.105,370.04392220292243,-1677.8560777970777
CDSL,Miscellaneous,2411.0,611.67,859.13,936.79,1041.22,25194.95,862.2025000000001,720.0388053241675,-1690.9611946758325
STYLAMIND,Miscellaneous,1920.0,131.19,245.8,239.38,154.92,3254.02,192.8225,161.02908834017444,-1758.9709116598256
SUMMITSEC,Finance & Investments,1936.05,120.53,198.6,225.5,299.6,2110.31,211.0575,176.25742230474333,-1759.7925776952566
BAJAJHLDNG,Finance & Investments,8705.85,5274.9,7461.74,9720.44,10739.48,96887.43,8299.14,6930.741735054132,-1775.1082649458685
MASTEK,Computers - Software - Medium / Small,2751.35,752.84,1197.41,1307.14,1367.32,8488.48,1156.1775,965.5419299325652,-1785.8080700674348
PERSISTENT,Computers - Software - Large,4375.4,1930.11,2817.96,3568.9,3943.96,67403.01,3065.2325,2559.8236462325394,-1815.5763537674602
GALAXYSURF,Chemicals,2757.5,641.42,1073.65,1277.74,1476.77,9776.61,1117.395,933.1540570517924,-1824.3459429482077
JCHAC,Air-conditioners,2038.8,41.68,363.93,243.0,341.8,5543.45,247.60250000000002,206.77672390798818,-1832.0232760920117
ALKYLAMINE,Chemicals,2153.05,56.83,375.36,417.25,502.26,11008.79,337.925,282.2064576351487,-1870.8435423648516
TIDEWATER,Chemicals,2329.8,282.17,434.11,576.37,845.45,4059.46,534.5250000000001,446.3901953611833,-1883.409804638817
CEATLTD,Tyres,2845.45,843.17,1412.57,1055.19,1244.57,11509.86,1138.875,951.092341316061,-1894.3576586839388
GRWRHITECH,Packaging,2476.95,371.33,555.58,794.1,1009.65,5754.51,682.6650000000001,570.1042284574944,-1906.8457715425054
SHARDAMOTR,Auto Ancillaries,2300.0,229.41,309.96,444.85,765.08,6838.28,437.32500000000005,365.21695371840326,-1934.7830462815969
SAFARI,Moulded Luggage,2074.95,81.71,235.53,126.18,80.77,10118.93,131.0475,109.4398187673068,-1965.510181232693
BALAMINES,Chemicals,2336.8,277.3,338.35,295.05,442.81,7571.49,338.3775,282.58434746892806,-2054.215652531072
BALKRISIND,Tyres,3207.95,16.07,822.02,1246.61,3360.04,62015.22,1361.185,1136.7469025260039,-2071.203097473996
OFSS,Computers - Software - Medium / Small,10211.9,5301.01,8670.09,11100.48,13897.53,88549.27,9742.2775,8135.928453276947,-2075.9715467230526
JASH,Engineering,2141.65,54.08,94.29,70.34,77.03,2679.74,73.935,61.74427593476279,-2079.9057240652373
GRINDWELL,Abrasives And Grinding Wheels,2818.9,337.47,888.14,1001.43,1287.9,31210.86,878.735,733.8453548865056,-2085.0546451134946
VINDHYATEL,Construction,2495.0,561.65,780.58,274.89,253.2,2956.62,467.58,390.48337785320064,-2104.5166221467994
CRISIL,Miscellaneous,4435.9,1568.78,2453.39,3058.42,3803.64,32436.99,2721.0575,2272.3977157551335,-2163.502284244866
ANGELONE,Finance & Investments,2551.15,654.01,72.14,433.69,117.2,22975.16,319.26,266.61902393903256,-2284.5309760609675
AIAENG,Castings & Forgings,4224.55,1203.97,2227.67,2375.72,3069.29,39846.12,2219.1625000000004,1853.257344208806,-2371.292655791194
TCPLPACK,Packaging,2537.4,93.92,179.71,189.34,156.15,2309.04,154.78,129.25920104392486,-2408.1407989560753
SWARAJENG,Engines,2836.6,300.7,407.26,509.44,660.67,3445.7,469.51750000000004,392.1014144343003,-2444.4985855656996
ESCORTS,Automobiles - Tractors,4172.9,748.43,2368.54,2335.43,2674.61,46109.82,2031.7525,1696.7483193500254,-2476.151680649974
GODFRYPHLP,Cigarettes,4264.95,1333.02,1767.04,2456.68,2776.17,22175.14,2083.2275,1739.7358976788537,-2525.214102321146
BANARISUG,Sugar,3220.0,527.6,536.73,883.87,1308.9,4037.78,814.275,680.0137997806042,-2539.986200219396
TEAMLEASE,Miscellaneous,2980.0,184.5,472.0,525.33,574.54,4997.15,439.0925,366.6930206381934,-2613.3069793618065
TIIL,Steel - Medium / Small,2890.8,146.64,420.35,206.65,327.5,6637.76,275.28499999999997,229.89481302091264,-2660.9051869790874
PFIZER,Pharmaceuticals - Multinational,4614.8,1183.68,1936.25,2323.38,3209.37,21111.64,2163.17,1806.4971309095943,-2808.3028690904057
COFORGE,Computers - Software - Medium / Small,5536.4,2058.5,2971.7,3651.3,4309.85,36922.57,3247.8375,2712.319940370192,-2824.0800596298077
VMART,Trading,2972.05,7.54,147.93,193.56,247.25,5877.81,149.07,124.49069065523891,-2847.5593093447615
DATAPATTNS,Electronics - Components,3017.0,9.43,60.11,62.97,77.24,16890.37,52.4375,43.791377146535794,-2973.208622853464
MCX,Miscellaneous,3901.75,757.37,973.63,1277.43,1337.36,19898.93,1086.4475,907.3093153260729,-2994.440684673927
KDDL,Miscellaneous,3190.8,15.13,118.83,73.45,70.69,4000.35,69.525,58.06141589726629,-3132.738584102734
THEJO,Engineering,3289.95,52.82,106.71,135.41,137.04,3567.04,107.995,90.18831513592627,-3199.7616848640737
BASF,Chemicals,5033.45,1382.61,2314.81,2418.22,2487.35,21789.82,2150.7475,1796.122906688324,-3237.3270933116755
RATNAMANI,Steel - Medium / Small,3649.4,48.33,382.23,628.68,855.68,25579.4,478.73,399.794917403787,-3249.605082596213
VSTIND,Cigarettes,3991.4,82.04,631.65,1272.92,1548.37,6162.74,883.745,738.0292843168587,-3253.3707156831415
SCHAEFFLER,Bearings,4649.65,934.91,1536.34,1797.26,2098.57,72675.73,1591.77,1329.312045779095,-3320.337954220905
SIEMENS,Electric Equipment,7810.85,3109.4,4973.6,5719.7,7429.2,278160.22,5307.975,4432.773017580612,-3378.0769824193885
APOLLOHOSP,Healthcare,6135.0,2081.8,3848.3,3997.96,3162.94,88211.88,3272.7500000000005,2733.1247591194287,-3401.8752408805713
GARFIBRES,Textiles - Products,4044.8,387.37,664.34,769.15,1023.06,8242.53,710.98,593.7505282220552,-3451.0494717779447
